videoId,commentId,author,text,likes,publishedAt,normalized,label,score,source,score_neg,score_neu,score_pos
mDSxJn1HxQk,Ugyf4SMM_K8j2NZc0tF4AaABAg,@tiennguyenmanh3236,"Thanh son,bạch long diễn xuất sắc hay qua cam ơn các co chu anh chi em nghe si ,cầu  chúc tất ca luôn gặp nhiều may mắn sức khoẻ binh an!",2,1619107722.853466,"thanh son,bạch long diễn xuất sắc hay quá cam ơn các co chu anh chi em nghe si ,cầu chúc tất ca luôn gặp nhiều may mắn sức khoẻ binh an!",POS,0.9929062128067017,model,0.0018173175631090999,0.0052763610146939754,0.9929062128067017
mDSxJn1HxQk,UgyoNjPxfAh1IEgPUWx4AaABAg,@lehangpham5245,"Su dac thu cua Cai Luong Ho Quang Minh To  tu Hoa trang, Phuc trang, Dien xuat rat cong phu.
Dien xuat vai Quan Cong NS Thanh Tong, Thanh Bach, Truong Son, Buu Truyen, Thanh Son, Chi Bao rat dieu luyen va thanh cong. Bach Long hoa trang va dien xuat rat giong NS Thanh Bach trong vai Trinh An ""Dieu Tam Xuan"" rat hay va moi la. Chuc Thanh Son va Bach Long duoc nhieu suc khoe va mang den su yeu thuong tu khan gia cua bo mon Cai Luong Ho Quang.",3,1619107722.85435,"su dac thu cua cai luong ho quang minh to tu hoa trang, phuc trang, dien xuat rat cong phu. dien xuat vai quan cong ns thanh tong, thanh bach, truong son, buu truyen, thanh son, chi bao rat dieu luyen va thanh cong. bach long hoa trang va dien xuat rat giong ns thanh bach trong vai trinh an dieu tam xuan rat hay va moi la. chuc thanh son va bach long được nhieu suc khoe va mang den su yeu thuong tu khan gia cua bo mon cai luong ho quang.",POS,0.9905367493629456,model,0.0031502358615398407,0.006312943063676357,0.9905367493629456
mDSxJn1HxQk,UgxzpflG9C4t0Wz9D5J4AaABAg,@daohuutuananhdaohuutuananh2447,Chỉ có thiếu chu thương,1,1619107722.855237,chỉ có thiếu chu thương,NEG,0.9823838472366333,model,0.9823838472366333,0.01289448607712984,0.0047217621468007565
mDSxJn1HxQk,Ugzn6MN55CQ43nRelBZ4AaABAg,@rachelphan4480,Hay qua bach long voi Thanh son  dien  hat hay qua dung la con nha noi bac hai ton  voi bac ba to  cung vui mung  duoc cac con noi doi chuc mung  hai ban,3,1524413322.856182,hay quá bach long voi thanh son dien hat hay quá dung la con nha noi bac hai ton voi bac ba to cung vui mung được cac con noi doi chuc mung hai ban,NEU,0.6920695304870605,model,0.05901400372385979,0.6920695304870605,0.24891650676727295
mDSxJn1HxQk,UgwsKXvi2c5-3JCgNHx4AaABAg,@lemy3296,Nhạt nền quá lớn,1,1619107722.857079,nhạt nền quá lớn,NEG,0.8705135583877563,model,0.8705135583877563,0.11586397886276245,0.013622447848320007
mDSxJn1HxQk,UgzwVV3gsHPSXGHk-l14AaABAg,@rachelphan4480,Coi trich doan nay lam toi nho lai cai thoi cua bac ba to voi ba toi nhac sy bay thu va cac dong nghiep doan Minh to  nay cac bac bac cha chu da quy tien doan tu Theo ong ba het  bac hai ton nua lam lien tuong nho hat boi qua,2,1524413322.858015,coi trich doan nay lam toi nho lai cai thoi cua bac ba to voi ba toi nhac sy bay thu va cac dong nghiep doan minh to nay cac bac bac cha chu da quy tien doan tu theo ong ba het bac hai ton nua lam lien tuong nho hat boi quá,NEG,0.9854403138160706,model,0.9854403138160706,0.010090946219861507,0.004468651954084635
mDSxJn1HxQk,Ugy6xEHeBEVhvIMqXTR4AaABAg,@tanlethanh1378,"Sao mỗi lần xem môn nghệ thuật này hay là mình khóc à, khóc ko phải vì tuồng cảm động mà khóc vì ko biết tương lai bộ môn nghệ thuật này có còn ai diễn nữa ko",3,1619107722.858908,"sao mỗi lần xem môn nghệ thuật này hay là mình khóc à, khóc không phải vì tuồng cảm động mà khóc vì không biết tương lai bộ môn nghệ thuật này có còn ai diễn nữa không",POS,0.9044627547264099,model,0.011111440137028694,0.08442578464746475,0.9044627547264099
mDSxJn1HxQk,UgzMGcudIqHqLoAbyDd4AaABAg,@kerrywood221,"Bạch Long diễn Tào Tháo trong gian có nhân, rất xuất sắc 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻❤️❤️🌷🌷❤️❤️",0,1650643722.859798,"bạch long diễn tào tháo trong gian có nhân, rất xuất sắc tích_cực tích_cực tích_cực tích_cực tích_cực tích_cực tích_cực tích_cực tích_cực tích_cực tích_cực tích_cực tích_cực",POS,0.9928800463676453,model,0.0019496886525303125,0.0051703304052352905,0.9928800463676453
mDSxJn1HxQk,UgxtmMkLMnM6aF29M514AaABAg,@ngangoc4585,Hay quá hay luôn ạ👏👏👏👏👏👏,3,1555949322.860693,hay quá hay luôn ạ tích_cực tích_cực tích_cực tích_cực tích_cực tích_cực,POS,0.9928962588310242,model,0.001748588401824236,0.005355164874345064,0.9928962588310242
mDSxJn1HxQk,UgxDZEoBW_vX4cVFw0Z4AaABAg,@JeysonPHAM,Xuất sắc quá !,3,1587571722.861578,xuất sắc quá !,POS,0.99281245470047,model,0.0017685792408883572,0.005418946035206318,0.99281245470047
mDSxJn1HxQk,UgyCSQtxYU_1ec4byjp4AaABAg,@daohuutuananhdaohuutuananh2447,Quá hay,1,1619107723.729739,quá hay,POS,0.95,lexicon,0.0,0.0,1.0
mDSxJn1HxQk,Ugz1WfhcDwSuIuLBWqd4AaABAg,@dantocvanhoa9373,Tào tháo ca hay qá,3,1555949323.73097,tào tháo ca hay qá,NEU,0.9125328660011292,model,0.030419154092669487,0.9125328660011292,0.0570480041205883
mDSxJn1HxQk,UgzjYYyaZmUEkNxli3l4AaABAg,@kerrywood221,"Một bộ môn nghệ thuật rất hay và đặc sắc , nhân tiếc thay bị việt cộng giết lần giết mòn !!!",2,1650643723.731937,"một bộ môn nghệ thuật rất hay và đặc sắc , nhân tiếc thay bị việt cộng giết lần giết mòn !!",POS,0.6625977158546448,model,0.18059654533863068,0.15680578351020813,0.6625977158546448
mDSxJn1HxQk,UgxEJrDYaRpoUtMvOg54AaABAg,@loctan1429,Cho hỏi cây thanh Long đại đao làm bằng gì vậy,1,1619107723.733313,cho hỏi cây thanh long đại đao làm bằng gì vậy,NEU,0.944392204284668,question→NEU,0.944392204284668,0.04769740253686905,0.007910431362688541
mDSxJn1HxQk,UgwmS7SQZ8GB3eZjfR14AaABAg,@CG2C,Trích đoạn dàn dựng công phu...hay quá! cám ơn các nghệ sỹ..,3,1555949323.735073,trích đoạn dàn dựng công phu..hay quá! cám ơn các nghệ sỹ..,POS,0.9921914935112,model,0.0015300626400858164,0.00627841567620635,0.9921914935112
mDSxJn1HxQk,Ugyi1curpahiSFuwtot4AaABAg,@anle146,Cho hỏi nghệ sĩ nào vào vai nào vậy,2,1587571723.736165,cho hỏi nghệ sĩ nào vào vai nào vậy,NEU,0.9027630686759949,model,0.03307680785655975,0.9027630686759949,0.06416013836860657
mDSxJn1HxQk,UgwO3SRXq3JvfcoXe294AaABAg,@kerrywood221,Thanh Sơn diễn Quang Công rất xuất thần 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻❤️💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻❤️❤️👍🏻👍🏻👍🏻🌷🌷🌷🌷🌷🌹🌹🌹,2,1650643723.737152,thanh sơn diễn quang công rất xuất thần tích_cực tích_cực tích_cực tích_cực tích_cực tích_cực tích_cực tích_cực tích_cực tích_cực tích_cực tích_cực tích_cực tích_cực tích_cực tích_cực tích_cực tích_cực tích_cực tích_cực tích_cực tích_cực tích_cực tích_cực tích_cực tích_cực,POS,0.9927950501441956,model,0.0020283025223761797,0.005176641512662172,0.9927950501441956
mDSxJn1HxQk,UgyEV3rP7DtLyY2teot4AaABAg,@niggasluv0429,Cho minh hoi tai Sao co it tuong cai luong ve quan Cong vay?,2,1555949323.738146,cho minh hoi tai sao co it tuong cai luong ve quan cong vay?,NEU,0.9872416257858276,question→NEU,0.9872416257858276,0.008996681310236454,0.0037617208436131477
mDSxJn1HxQk,UgzAHafNl-iISzy-ryx4AaABAg,@DenPham-bi9lj,Chú ếch chị hai đó hát bội thì ra tình cảm thập cẩm xào xà bần không hay đâu,0,1713802123.740552,chú ếch chị hai đó hát bội thì ra tình cảm thập cẩm xào xà bần không hay đâu,NEU,0.8978926539421082,model,0.053710244596004486,0.8978926539421082,0.048397086560726166
mDSxJn1HxQk,UgyItFFfDibEbLS5nrB4AaABAg,@ThaoNguyen-tg3ue,"Vai Nhà Sư mặc quần tây , giầy tây luôn nhé các bạn ! Cần kiểm tra phục trang trước khi diễn để khỏi làm hư vở diễn",1,1650643723.742442,"vai nhà sư mặc quần tây , giầy tây luôn nhé các bạn ! cần kiểm tra phục trang trước khi diễn để khỏi làm hư vở diễn",NEU,0.4954567551612854,low_conf→NEU,0.09368883073329926,0.4954567551612854,0.41085442900657654
mDSxJn1HxQk,Ugz2H8VZWinafryX1wt4AaABAg,@DenPham-bi9lj,", đừng nên hát bội với hát Hồ Quảng Trung là không hay đâu cái nào ra cái đấy chứ",0,1713802123.743639,", đừng nên hát bội với hát hồ quảng trung là không hay đâu cái nào ra cái đấy chứ",NEG,0.9858830571174622,model,0.9858830571174622,0.010431835427880287,0.0036850913893431425
NZzB06yvpPM,UgwNFomfxBZ7Z9nmbb54AaABAg,@NewSàiGòn-m3n,Nếu thấy video hữu ích các Bạn hãy nhớ ủng hộ kênh để nhận thông báo video mới tiếp theo nha!,2,1555949325.273185,nếu thấy video hữu ích các bạn hãy nhớ ủng hộ kênh để nhận thông báo video mới tiếp theo nha!,POS,0.9892639517784119,model,0.0016295859823003411,0.009106454439461231,0.9892639517784119
NZzB06yvpPM,UgzsHfxkgRf5SanadaZ4AaABAg,@chaunguyenhoang8630,Nam Mô A Di Đà Phật,0,1650643725.274406,nam mô à di đà phật,POS,0.9481102228164673,model,0.0064245834946632385,0.04546518996357918,0.9481102228164673
NZzB06yvpPM,UgzA70ib33wXen9uSUF4AaABAg,@Trotlining,Very well executed work! Amazing throughout the entire piece! Can't wait till the next!,1,1555949325.2754,very well executed work! amazing throughout the entire piece! can t wait till the next!,POS,0.99285888671875,model,0.0018817104864865541,0.0052594980224967,0.99285888671875
NZzB06yvpPM,UgwsA1z3Xi5GkYejb1F4AaABAg,@trangtran2204,Diễn xuất hay hay quá ! Cám ơn bh chia sẻ,1,1555949325.276326,diễn xuất hay hay quá ! cám ơn bh chia sẻ,POS,0.9912369251251221,model,0.0014443682739511132,0.007318770978599787,0.9912369251251221
NZzB06yvpPM,UgyN29lKPdgVcJ9Oylx4AaABAg,@TrinhTran,cải lương hay quá! bảo tồn văn hóa dân tộc là đây! likk tám,0,1555949325.277557,cải lương hay quá! bảo tồn văn hóa dân tộc là đây! likk tám,NEU,0.4956240653991699,low_conf→NEU,0.11015380173921585,0.4956240653991699,0.39422211050987244
NZzB06yvpPM,UgyRcrf8QWpamWFPnbl4AaABAg,@anphucquetoi7958,Diễn quá hay bạn ơi,1,1555949325.278888,diễn quá hay bạn ơi,POS,0.9829115867614746,model,0.0034508458338677883,0.01363749522715807,0.9829115867614746
NZzB06yvpPM,UgwACVwaxdxcp54S8yV4AaABAg,@KieuNguyen-kn1ut,Bảo toàn văn hóa châu á!,0,1682179725.280219,bảo toàn văn hóa châu á!,NEU,0.7540284991264343,model,0.024753401055932045,0.7540284991264343,0.2212180644273758
NZzB06yvpPM,UgyPjqemdpNmNmRrHb54AaABAg,@karaokesongcacungnguyencamau,Quá dữ,0,1555949325.281136,quá dữ,POS,0.95,lexicon,0.0,0.0,1.0
NZzB06yvpPM,UgzVu19h2eICwWh_N5l4AaABAg,@Thanhb12,Vẽ mặt ghê quá,0,1555949325.282046,vẽ mặt ghê quá,NEG,0.987676739692688,model,0.987676739692688,0.00857237633317709,0.003750896779820323
Taiunz2tATE,UgxpLo3uIg_ww4cqaMZ4AaABAg,@utchu4920,quan công có bố thanh tòng thủ vai là chuẩn ok,0,1745338126.874245,quan công có bố thanh tòng thủ vai là chuẩn ổn,NEU,0.9019548892974854,model,0.03084302879869938,0.9019548892974854,0.06720206886529922
Taiunz2tATE,Ugwgj4MTjxTucwN7jiZ4AaABAg,@vudoduy7839,Cho xem vở ĐÔNG LỘ ĐỊCH .nhớ quá rồi. Trân trọng  ạ!!,0,1682179726.876453,cho xem vở đông lộ địch .nhớ quá rồi. trân trọng ạ!!,POS,0.9622770547866821,model,0.007555022835731506,0.030167914927005768,0.9622770547866821
Taiunz2tATE,UgzJ76J7eSqmHDaTpnh4AaABAg,@andytony5449,Ngoài Bình Định sao ko chọn màu áo Xanh là chuối mà bên Mỹ gọi màu Xanh Green tay văn tay vỏ bên Mãng  bên Bào mới xứng danh Quan Công,1,1682179726.878138,ngoài bình định sao không chọn màu áo xanh là chuối mà bên mỹ gọi màu xanh green tay văn tay vỏ bên mãng bên bào mới xứng danh quan công,POS,0.9689151644706726,model,0.009252455085515976,0.021832434460520744,0.9689151644706726
Taiunz2tATE,UgxN9-SecUscDsSKq2B4AaABAg,@vudoduy7839,Kênh anh nhân mac sao ko thấy vậy ad.thích nghe lại trọn tuồng đông lộ địch. Trân trọng!,1,1650643726.87951,kênh anh nhân mac sao không thấy vậy ad.thích nghe lại trọn tuồng đông lộ địch. trân trọng!,POS,0.9921655654907227,model,0.0021653820294886827,0.005669042468070984,0.9921655654907227
Taiunz2tATE,UgxPKGrcCRMIcTPu11R4AaABAg,@HạnhHuỳnh-h4u,Chủ kênh cho mình hỏi vở tuồng này được diễn vào năm nào vây ạ,0,1713802126.880732,chủ kênh cho mình hỏi vở tuồng này được diễn vào năm nào vây ạ,NEU,0.8889121413230896,model,0.03029572404921055,0.8889121413230896,0.0807921439409256
Taiunz2tATE,Ugzy5vukvH3n0YB8eyF4AaABAg,@uyenvo8696,"Tuồng nầy của cụ Dào Tấn sáng tác, là loại tuồng hát bội hay nhất, toàn bích nhất của cu mà quí vị hát có thể gọi là thiếu và dùng chữ sai rất nhiều..Thạt uỏng quá !",1,1682179726.881956,"tuồng nầy của cụ dào tấn sáng tác, là loại tuồng hát bội hay nhất, toàn bích nhất của cu mà quí vị hát có thể gọi là thiếu và dùng chữ sai rất nhiều..thạt uỏng quá !",NEG,0.9854739904403687,model,0.9854739904403687,0.009767596609890461,0.004758473951369524
sVYXzMsLEXA,UgzJoMBo-vlzWdo9bVF4AaABAg,@oanhauduecailuongtuongcomi7501,Cám ơn mọi người đã xem,4,1650643728.865896,cám ơn mọi người đã xem,POS,0.9800988435745239,model,0.002027245471253991,0.017873888835310936,0.9800988435745239
sVYXzMsLEXA,UgwSQHG1DrtgaZEktlh4AaABAg,@minhtam7903,Chúc mọi người khắp nơi thân khỏe tâm an vô lượng an lạc vô lượng các tường,0,1682179728.867027,chúc mọi người khắp nơi thân khỏe tâm an vô lượng an lạc vô lượng các tường,POS,0.9928820133209229,model,0.001750606345012784,0.00536743039265275,0.9928820133209229
sVYXzMsLEXA,UgxU61nmJSYFZ_kverp4AaABAg,@Cherie750,"Kenh hay tiep tuc cac vo tuong voi nhung bac tien boi nhu the nay nhe, hay lam",0,1682179728.868021,"kenh hay tiep tuc cac vo tuong voi nhung bac tien boi nhu the nay nhe, hay lam",POS,0.9927115440368652,model,0.0019823447801172733,0.005306092090904713,0.9927115440368652
sVYXzMsLEXA,UgyEz_Q6iMmmpGTDAkZ4AaABAg,@lanphuong7087,Thanh thế thanh tòng bạch lê,0,1682179728.869001,thanh thế thanh tòng bạch lê,NEG,0.9876020550727844,model,0.9876020550727844,0.008512533269822598,0.0038854239974170923
sVYXzMsLEXA,UgySJ7sSJ21N_-MVOfZ4AaABAg,@trinhmy4329,mình rấ thihchs cải ương và biết cải lương,0,1650643728.870006,mình rấ thihchs cải ương và biết cải lương,NEU,0.5635591149330139,low_conf→NEU,0.07146824151277542,0.36497265100479126,0.5635591149330139
sVYXzMsLEXA,UgyeALT100-VSuKxhnp4AaABAg,@chinhvo-sq4yu,Tuổi thơ của mọi người,0,1650643728.871209,tuổi thơ của mọi người,POS,0.8471419811248779,model,0.012465951032936573,0.14039206504821777,0.8471419811248779
sVYXzMsLEXA,Ugzgty_raSe4Wrin1b14AaABAg,@haovinh7133,nghe xong làm việc hết mệt,0,1650643728.872395,nghe xong làm việc hết mệt,NEU,0.6779235005378723,model,0.26796209812164307,0.6779235005378723,0.05411435291171074
sVYXzMsLEXA,Ugx9lrfSxGlIhSNy6_Z4AaABAg,@ThanhPhan-rf7hi,"Đoàn hát minh to nhất Sài Gòn rồi, tôi rất thích  hát bội",0,1745338128.873604,"đoàn hát minh to nhất sài gòn rồi, tôi rất thích hát bội",POS,0.9855279326438904,model,0.0031266366131603718,0.01134541817009449,0.9855279326438904
sVYXzMsLEXA,Ugy6Fd7okaDX1yrjreh4AaABAg,@SauNguyen-pj8cc,Nhớ lăm tuổi thơ,0,1650643728.874794,nhớ lăm tuổi thơ,NEU,0.5402382016181946,low_conf→NEU,0.16347098350524902,0.5402382016181946,0.29629072546958923
sVYXzMsLEXA,Ugyw3Wtjd0BR288EqkV4AaABAg,@hoangvlogs,Tiếc mục hát bội pha cải lương xem rất hay và thú vị .mình củng rất thích xem biểu diển thể loại cải lương này,0,1650643728.876015,tiếc mục hát bội pha cải lương xem rất hay và thú vị .mình củng rất thích xem biểu diển thể loại cải lương này,POS,0.9911453127861023,model,0.003116535022854805,0.005738185718655586,0.9911453127861023
sVYXzMsLEXA,UgxxGorJYxy8BlA27Md4AaABAg,@anhduy7759,Trên cả tuyệt vời!!!!,0,1713802128.877241,trên cả tuyệt vời!!,POS,0.992872953414917,model,0.0019447359954938293,0.0051822178065776825,0.992872953414917
sVYXzMsLEXA,UgwFDN-93zJaENdWsEl4AaABAg,@skysep8114,lâu rồi mới nghe cải lương,0,1650643728.878422,lâu rồi mới nghe cải lương,NEU,0.8775759339332581,model,0.038027986884117126,0.8775759339332581,0.08439605683088303
sVYXzMsLEXA,UgwyqRQBs_lm2QYSthF4AaABAg,@TrongNguyen-wg8qj,Bo mon tuong co mai luu truyen cho the he sau nay,1,1713802128.879643,bo mon tuong co mai luu truyen cho the he sau nay,NEU,0.8389936685562134,model,0.06568007171154022,0.8389936685562134,0.09532627463340759
sVYXzMsLEXA,UgzDtatk3Cof54UvHGV4AaABAg,@kieunuongtothi1711,"mua đẹp quá, nghệ sỹ gạo cọi có khác",0,1650643728.88084,"mua đẹp quá, nghệ sỹ gạo cọi có khác",POS,0.9814706444740295,model,0.004542809911072254,0.013986595906317234,0.9814706444740295
sVYXzMsLEXA,Ugz5PrVyDOnme3R7q-Z4AaABAg,@hieuminh7267,cám ơn bạn đả chia sẽ,0,1650643728.882027,cám ơn bạn đả chia sẽ,POS,0.9900696873664856,model,0.0022373409010469913,0.007692982908338308,0.9900696873664856
sVYXzMsLEXA,UgyC0tlg9L_nAsdBARx4AaABAg,@DungNguyen-t5o6k,Nghệ sĩ gạo cội diễn hay quá,0,1745338128.883227,nghệ sĩ gạo cội diễn hay quá,NEU,0.8879240155220032,model,0.06958167999982834,0.8879240155220032,0.04249433055520058
sVYXzMsLEXA,Ugx25ve9rACK3Srh9iR4AaABAg,@KhanhNguyen-kb6xm,Quá thích.,0,1682179728.884405,quá thích.,POS,0.9927334785461426,model,0.0020445380359888077,0.005221961531788111,0.9927334785461426
sVYXzMsLEXA,Ugy9Y2TgK4a-e8LvTSx4AaABAg,@quehuong9035,"NHỚ CÁI THỜI CẢ XÓM CÓ 1 CÁI TV TRẮNG ĐEN, CHIỀU THỨ 7 LÀ CẢ XÓM GOM LẠI XEM CẢI LƯƠNG",3,1650643728.885582,"nhớ cái thời cả xóm có 1 cái tv trắng đen, chiều thứ 7 là cả xóm gom lại xem cải lương",NEU,0.8250327706336975,model,0.07961594313383102,0.8250327706336975,0.09535126388072968
sVYXzMsLEXA,UgxZ5EJcaxC0yS5R4jh4AaABAg,@toantranminh2374,Lâu lắm rồi mới được xem cãi lương,0,1650643728.886785,lâu lắm rồi mới được xem cãi lương,NEU,0.9039596319198608,model,0.03344254195690155,0.9039596319198608,0.06259787827730179
sVYXzMsLEXA,UgwSzxyAN9qIi55DBvJ4AaABAg,@NgocPham-nf7hm,Đoàn này có mở đoàn hát tuồng bình định hay tuong bac ra xem không à,0,1753200528.888328,đoàn này có mở đoàn hát tuồng bình định hay tuong bac ra xem không à,POS,0.8644356727600098,model,0.015829022973775864,0.11973536759614944,0.8644356727600098
sVYXzMsLEXA,UgyXsQRkn-pG9GySGgR4AaABAg,@tuyenkhanh9466,nói chung là tuyệt vời,0,1650643729.368654,nói chung là tuyệt vời,POS,0.9928635954856873,model,0.0019671272020787,0.005169312935322523,0.9928635954856873
sVYXzMsLEXA,Ugxgpa-M2AzseSw2y_F4AaABAg,@lenguyenthanhxuan,thật tuyệt vời,0,1682179729.369913,thật tuyệt vời,POS,0.9929176568984985,model,0.001862074714154005,0.005220211111009121,0.9929176568984985
sVYXzMsLEXA,Ugzoo4vn2AYubjmpF0N4AaABAg,@giangngan4540,hay lắm mình cũng thích,0,1650643729.371006,hay lắm mình cũng thích,POS,0.9915681481361389,model,0.0018101617461070418,0.006621719337999821,0.9915681481361389
sVYXzMsLEXA,UgzwXeLN-Yxn73ORn9x4AaABAg,@hoctenniscaptoc9140,cảm ơn kênh rất nhiều,0,1650643729.372593,cảm ơn kênh rất nhiều,POS,0.9894915819168091,model,0.0013726759934797883,0.009135757572948933,0.9894915819168091
sVYXzMsLEXA,UgzOIxy1ReMxR8bFEdV4AaABAg,@TrongNguyen-wg8qj,Mai nho nghe si Thanh tong,0,1713802129.374028,mai nho nghe si thanh tong,POS,0.9875028729438782,model,0.003952039871364832,0.00854506902396679,0.9875028729438782
sVYXzMsLEXA,UgzFGsR4Bi4Y1H0aJ0p4AaABAg,@chauphan7981,❤,0,1758557329.375844,tích_cực,POS,0.9725410342216492,model,0.002087136497721076,0.02537192404270172,0.9725410342216492
sVYXzMsLEXA,UgzXOQmt7KlJML7v6jl4AaABAg,@huongvietvlog9647,đây tuồng cải lương,0,1650643729.37717,đây tuồng cải lương,NEU,0.862206220626831,model,0.025669457390904427,0.862206220626831,0.11212427169084549
sVYXzMsLEXA,UgwUI0beRjXsEVBDl7V4AaABAg,@thietmai6632,hay qua,0,1650643729.378411,hay quá,POS,0.95,lexicon,0.0,0.0,1.0
sVYXzMsLEXA,UgxmsPVG3yx0BCm6gix4AaABAg,@vovan4648,phải nói là quá hay,0,1650643729.37982,phải nói là quá hay,POS,0.9901626110076904,model,0.0027086217887699604,0.007128820288926363,0.9901626110076904
sVYXzMsLEXA,UgwWRMm0LE002-q4j2N4AaABAg,@GymsTikTok,văn hóa ạ chị ơi,0,1650643729.381868,văn hóa ạ chị ơi,NEG,0.9861642718315125,model,0.9861642718315125,0.010031255893409252,0.0038045078981667757
sVYXzMsLEXA,UgxActLtNMOgFS5_0Y14AaABAg,@kentouristandlife6394,Hay quá e ơi,0,1650643729.383245,hay quá e ơi,NEU,0.8178154826164246,model,0.04087093099951744,0.8178154826164246,0.1413135528564453
sVYXzMsLEXA,UgxRp3eBUblNUJITjrt4AaABAg,@chinngo6321,Hay và nhớ ngày xưa,0,1650643729.385171,hay và nhớ ngày xưa,POS,0.8554325699806213,model,0.026485295966267586,0.11808208376169205,0.8554325699806213
sVYXzMsLEXA,Ugw3aGlVCfU7KRPl9zF4AaABAg,@sieuvuihanhlam462,xem hay,0,1650643729.386164,xem hay,POS,0.9,lexicon,0.0,0.0,1.0
sVYXzMsLEXA,Ugyl29BqH0wkGVI3mcp4AaABAg,@techstrong8804,hay đấy,0,1650643729.387882,hay đấy,POS,0.9,lexicon,0.0,0.0,1.0
